id,concat_comments
706967840,Floor was sticky and dirty
584204094,Dusty
559751411,Mouse droppings in kitchen
673955924,In COVID    times there is a CDC  protocol on how to handle the clean   It wasn t followed when I arrived to the apartment  At the moment I let them know and they apologize for it 
701771886,Unfortunately it looked as though it had not been clean since the last person  There were sequins all of over the floor and dirt in the shower 
630117867,Bathroom with hair in the drain and musty curtain smell   ants
669381771,In the second guess bathroom there were flys coming out the drain
547104856,Bathroom especially had little hairs like from shaving all over the floor and baseboards  shower floor was gross and in need of a deep clean 
446095954,Second stay with Zen city and they re always a bit dusty
604550827,Thick dust noted on vent in hallway  Small stain on a couple of sheets and duvets 
561481440,The comforters and duvet and shower curtain all had very noticeable multiple brown and yellow stains on them 
561053221,The sink hadnt been properly clean and there were little hairs  as if someone had been shaving  left around 
601142297,Clogged shower
122598929,Your guest suggested that your space could be cleaner in the following areas  kitchen  bathroom 
116455160,Your guest suggested that your space could be cleaner in the following areas  bathroom  Additional comments   The bath tub is not draining well  and the overhead light is out   The overhead in the closet is also not working   
116338782,Your guest suggested that your space could be cleaner in the following areas  shower  towels and linens  bathroom 
308017888,The inside of the fridge was dirty  There was a small hair on our sheets 
707880872, Very  minor spills on the kitchen floor that we wiped up 
721627586,food was left in oven from the people before  hangers on the ground and dishes were in the dishwasher still
103631939,""
544268452,Some mold on bathroom window 
82806476,""
443704036,This review is in reference to the original booking at      S Blackstone  It was clean on the surface but not when you looked closely  Ex  There were food wrappers crumbs under the bed  The kitchen table had not been moved when the floor was mopped  there was sticky pink juice under the table base  The issue with cockroaches is clearly a problem with the building  but you could do a better job of sealing up the spaces within the unit so they cant come in  After the cockroach issue  I really appreciate you being accommodating and providing an alternative building for the remainder of our stay 
594418100,Just some dust around corners and what not  nothing atrosious 
442501196,The sheets and bathroom did not look like they had been fully clean after the guest prior to our stay  I was able to get in touch with the host and they ensured me it had been clean  so may have been an issue with the clean service they used 
532947225,Carpet is needs to be replaced  Everything else was spotless 
440355864,Kitchen was not the cleanest but it was ok for cooking 
556521459,The bathroom smelled a bit like sewage the entire stay  Other than that  it was a very clean apartment with a great kitchen and living space  A dresser or another nightstand would be nice in the bedroom 
433483709,Floors carpet
280558885,Your guest suggested that your space could be cleaner in the following areas  odors  towels and linens  Additional comments   A sour smell  perhaps from the dishwasher problem   We had to have the a c on or the slider open to dissipate it   We needed linens for the sofa but there were no spare sheets so we made do with spare comforter and pillows   Bed was hard as a rock but I a  
589301511,Beds weren t too clean but neat just a few dust 
434359194,All of the extra towels smelled like smoke but the towels laid out were clean 
190576480,Your guest suggested that your space could be cleaner in the following areas  dust 
702760724,Canap  tach   peinture du plafond qui se d tache du plafond    nettoyage assez sommaire  La vue est magnifique mais les vitres sont si sales   
434233420,there was some mold in the shower
576874896,There were some food scraps on the stove and in the dishwasher  And some leftover food in the refrigerator  No big deal 
433450663,Not sure the sheets were clean since the last visit
556850377,There were sticky marks from cups on the kitchen counter and bedside table  Not the end of the world  I clean them up 
569484184,The stove is nasty  You cant cook there  The kitchen is missing important items like a set of knives and a basic strainer  The french press was dirty and needed to be fixed 
566528374,The place is clean  just not sparkling clean 
702119492,Bathroom and kitchen sink did not drain  sewage pipe water bubbles up from the kitchen sink  giving the unit a foul sewage smell  Toilet did not drain  so we were not able to go to the bathroom in the unit  a basic expectation for habitable unit  We were told a plumber would arrive  but never did 
543841246,Pillow smells bad     need to change that Other than that  this place is awesome
613316015,The dishes were kinda dirty but its ok 
428699501,The only drawback to this place was the cleanliness  Chucks of food left in the kitchen sinks  Random scraps of something or another in the bathtub  Items from previous guests that were simply left on shelves 
246575688,Your guest suggested that your space could be cleaner in the following areas  kitchen  Additional comments   Refrigerator interior could have been cleaner   
428063771,The carpet in bedroom and closet as well at the rug in the living room did not appear recently vacuumed and the bathroom floor was not very clean  especially in the corners 
245038180,Your guest suggested that your space could be cleaner in the following areas  floors and carpet  Additional comments   Overall very clean  Shag rug needed to be vacuumed    
243371037,Your guest suggested that your space could be cleaner in the following areas  dust  floors and carpet 
426262879,The first bedroom sharing a ceiling space with the living room had little hairs all over the floor which were noticeable on our socks  I m by no means a perfectionist  but my friend who happens to be allergic to pet hair  started developing a runny nose and an itch 
425642895,While minor  there were a few stains spills on the floor that hadn t been addressed before check in  No biggie  Surrounding neighbors smoke marijuana  the smell easily carries to the unit itself  This is beyond your control 
589713153,The dishes had lips and hand prints
554124458,See messages and emails
592732947,There was trash in the couch
589112781,Confetti all over the ceiling fan and light  clogged sink in the kitchen
236183129, Overall very clean  but the dishwasher was full of dirty dishes  and some gross sludge  when we arrived so we had to run it before we could use some of the dishes   
530933958,A lot of spider webs and spiders   The space between the windows and the screens needs a lot of clean  Some towels were dirty and some dust in the floors and closets 
235135401,Your guest suggested that your space could be cleaner in the following areas  towels and linens 
202953008,Your guest suggested that your space could be cleaner in the following areas  mold  shower or tub  Additional comments   Cobwebs on windows  shower curtain mold  some areas of house were cracked  
202745426,Your guest suggested that your space could be cleaner in the following areas  bathroom  Additional comments   Shower curtain needs clean or replaced  
527313435,nice clean space
523007539,This was a beautiful suite  However  I found hairs all over the bathroom floor and a few strands in the bed  The bathroom drain was so clogged that it acquired standing water up to my ankles  I was also bitten a few times by something on the sofa  I know this sounds like a terrible review but there were some pros  Like I said  it was beautiful  The rooms had a simple and elegant decor  It was pin drop quiet and the views were stunning  Check in was swift and easy too  I really hope they improveon the cleanliness becauseI would love to give zencityanother shot 
521276731,Female hair in bed
418650301,The living room became extremely dusty due to the rug 
417914182,A bit dirty windows inside and out  I ve clean them a little for us from the inside   but it would be pleasant for guests to have them clean for every visit
519504254,Bathtub jets weren t clean  but probably because they aren t typically used 
517528075,dishes not clean
516629577,Pubic hair in the shower and the  clean  towels
415022484,Your guest suggested that your space could be cleaner in the following areas  floors and carpet  towels and linens 
583304132,Dust under the bed
672145240,Some hair on bathroom floor  kitchen countertop gritty  clothes dryer lint trap overstuffed packed with lint   a fire hazard  there was the same clump of dog hair in front of the   th floor elevator for about   days and visible dust inside the elevator doors and panels
508873974,All the place was clean except because there was a cockroach in the kitchen  I saw it the last day before leaving  Not really an issue because I did not cook but definitely it can be annoying for other people
453730649,consider another shower curtain such that the wood in the bathroom doesnt get so wet
505676459,The kitchen and bathroom floors both felt oily  and because there is no dishwasher in the space  the cleanliness of the dishes was a bit touch and go  The water damage to the wall and window in the bathroom was pretty severe  The giant stain on the couch was off putting 
504988081,The steps up to the place were pretty filthy  but once inside all fine 
452665964,Small amount of hair left in tub 
412479951,As soon as you walk into the unit it smells unpleasant  The couch in the living room as well as the rug need to go  They re dirty and disgusting  The fridge looked like you had never clean it out ever  The kitchen sink was dirty  ALL of the linens  towels  blankets  had random fuzz  lint  hairs on and in them 
495884348,Just dusty
495763935,The dishes were not clean  I suppose the former guest are responsible  but we had to clean everything before we could use it 
409711601,A lot of hair left on the floor in the bathroom and hair left on the pillows and linen in the bed 
495175128,Behind furniture and pendants were not dusted  Everything else was great 
409353641,Leak in one of the bath tubs that led to standing water  However  there were two bathrooms 
168021603, Empty water bottle in lamp and the shower curtain on the inside has some sort of black mildew stains nearly covering it   
494131132,All was clean but floors made my bare feet dirty 
493529633,Window sill is rotting due to moisture 
492917388,Carpet was dusty
165408076,Your guest suggested that your space could be cleaner in the following areas  floors and carpet  dust 
492880523,Just a wee bit of dirt and hair on the floor  in the washroom and kitchen area  and the dishwasher had dirty dishes  but otherwise  it was great 
492774262,There was a dirty pan in the oven
492706470,It was strange to see that the bedsheet did not fit the mattress 
407625709,upon checkin the kitchen and bathroom were dirty as if they had not been clean at all  I clean the place before my stay 
488187929,Place was expensive  I feel like the cleanliness should have been perfect  A few of the towels were dirty and the floors weren t clean 
486487059,The  pillow cases had stains on them 
404869826,The floor was a little dirty and there was some food stuck in the drain in the kitchen sink 
404559751,the towels were stained  the bedding had a huge stain on it  the new towels they left on the second day were stained  everything was just stained
148348368,Your guest suggested that your space could be cleaner in the following areas  floors and carpet  towels and linens  dust  bathroom  kitchen  Additional comments   Broken toilet  trash on floors   
142905234,   a bit of my pet peeve but the blinds in the living room were  bit dusty  
479945349,Disappointed the entire place needed a good vacuum and dusting 
477629075,The carpet could use a bit of vacuum   
534277598,The house was great  My suggestion to you is to update and fix that ceiling in the kitchen   it is where most people hang out and it did impact the comfort 
701757868,Clogged drain from hair
477657327,The entire apartment was very clean but the products that were used left a strong chemically smell  Perhaps switch to a natural based clean product 
452143077,The floors weren t very clean  and the bathroom had some maintenance issues  towel holder fell apart right as you pulled a towel off and the shower didn t drain well  
476148446,Spiders
475711126,The towels smelled like smoke  I am sure this is due to the clean service  but it was a bit shocking 
475621732,These areas were not clean
367367495,Your guest suggested that your space could be cleaner in the following areas  floors and carpet  towels and linens  Additional comments   It didn t seem like the bed had new sheets on it  Lots and lots of little black hairs all over and they didn t seem too clean    
471999367,There was a bathroom towel underneath my bed when I arrived 
470962956,Half a shower curtain  paint peeling  bathroom door did not  close
469475452,Shower could be more clean 
190188775,Your guest suggested that your space could be cleaner in the following areas  bugs 
360737097,The whole space was clean which was great apart from the bathroom which could ve been clean better  A lot of hairs from a previous stay especially on the doors but also the window in the bathroom  when I tried to open it to get rid of humidity  had a dirt like black substance on the handle  This did not highly bother me but just a tip for future hosts  stay 
460163652,Open food items were left in fridge  Bathroom floor could have used a sweep
189092647,Your guest suggested that your space could be cleaner in the following areas  bathroom 
613253708,There was only   clean towel but it was really no problem to throw the rest in the wash 
357557697,There was an old sweet potato left in the oven and trash already in the trash bin 
450501793,So thankful you sent cleaners out  they did an amazing job  Everything was clean  smelled fresh and the chemical clean odor was gone  Sweet ladies 
357168546,kitchen floor was sticky  had to mop  Sheets had hair on it and there was a pink stain looked like candy  on the fitted sheet near the pillows  so we changed them
357139721,There was some soot in the bathtub  otherwise  it was very clean 
452166447,Found a little hair in the bedroom near the bed on the floor
450912862,The bathtub felt grimy and water would dont drain quickly enough so water would back up when showering 
568643254,Tub wasnt clean but it wasnt a big issue
448955958,The bedroom had hair on the floor and on the toilet from a previous tenant  A cockroach crawled out from behind the shelving in the closet area next to the bathroom   The plates were dirty with egg residue on them 
351666722,Sheets were dirty
446952735,Towels and sheets
350894465,Building hall  corridor  elevator  smell horribly and are dirty Hairs in the bathroom corners  dust and spots in the kitchen cupboards  Black spots on the bedroom walls
442489620,Couch smelt bad
566195588,I m not sure if y all regularly wash the mattress cover  but it smelled slightly sweaty   It also doesn t breathe at all and the building was rather warm even with the window AC running  so we were waking up several times a night trying to cool off   The sheets and comforter were definitely clean  and all of the spaces were clean  it was just the mattress cover that smelled off 
443276853,The kitchen was pretty dirty  It may hav been because I got into the space a little early 
443242867,The sink was dirty
442031358,The bed was not made when I arrived  I had  to change the sheets  Also  the trash can was full of trash  The place wasn t clean at all 
596747417,There was still hair and soap scum in the shower and in the bathroom sink  I assume this attributed to the rushed clean job 
350200027,Someone else s leftovers before our stay were in the fridge that left a foul smell for the rest of the stay 
438054594,The utensil platter needs a good scrub
437457398,Musty smell
436650277,There is a really awful smell in the bathroom closet area
432695691,Stains on sheets  floors covered in debris that would easily be clean with a vacuum  shower sticky
429649561,Floors werent as clean as it should be
599294734,Lots of hairs all over bathroom  shower  rugs
595751820,Frozen beers exploded in freezer and carpets hadnt been vacuumed and floors hadnt been swept 
428729374,Just a little dusty but understand if no one is in it for a week or so  
414088674,Bathroom fixtures were clean  however  the floor had not been swept mopped  There were numerous long black hairs all over the floor  It was probably an over site and I would never mention this in a public review 
410731946,The place needed a good sweep   There were dust bunnies around the bedroom   The bathroom also had a clump of hair in the bathtub upon arrival
408202848,the hallway of the location smelled like garbage and there was garbage in the hallways
573223894,Place was clean
407282186,I had to actually go out and buy a shower curtain liner for the bathroom   It had mold and mildew on it   And there was a lot of hair and dirt at the back of the tub that had to be clean   The two stars reflect my having to leave the unit to purchase something for the unit   It was too late at night to call anyone  and we both wanted to shower   The toilet bowl was dirty as well and there is a strange dirty glue like substance on the floor that reappears after you wipe it away 
406997303,Door busted and bathroom door wouldn t close  Dirty plates and bowls  Dust around corners
404605400,A few clumps of hair in the shower and on the bed  as well as a minor stain on the comforter  Additionally  the electronic soap dispenser did not work so I ended up using a bottle of bath soap from the shower instead 
405175248,When I arrived found all of the Glassware  multiple plates and  some silverware in the drawers had been used and replaced without being clean    Arrival was after   am the day after check in so had to run a load   Aside from that  the place was clean 
405166734,A dirty kleenex on the floor 
573571085,The place was clean  There was some smell in the bathroom  Probably due to a drain issue because I could see bubble coming out of the sink drain periodically throughout my stay 
367848426,Looked like some mold on the shower curtain
603708256,Some crumbs on floor and counter
363368689,The apartment was clean but throughout the place had a rotting meat smell to it both in the hallway leading to the place and inside the place 
362521929,It wasn t that the house was filthy but a little more attention to detail would go a long way  Like wiping out the fridge from previous guest or making sure there isn t crumbs on the stove or counter tops  The kitchen trash  could be clean out  the throw blanket in the common area should be washed between guest  it smelled like smoke  The bed linens was so wrinkled as if it wasn t previously changed  although it was 
361547175,Tub would clog from time to time 
345184068,None
184425259,Your guest suggested that your space could be cleaner in the following areas  dust  floors and carpet 
184389684,Your guest suggested that your space could be cleaner in the following areas  bathroom  Additional comments   Whole apartment was perfect  However  there were issues with the bathroom ceiling  Significant mold residue gave out a bad odor in the bathroom    
359923773,Oven had spillage left in it that made it smoke when I baked something 
359678889,bedding wares cleanliness could be improved  found some small stains on the bed sheet 
359712836,The roof was falling in and the tub wasnt clean other then that I actually enjoyed the place and fabianas was a    
181930505,Your guest suggested that your space could be cleaner in the following areas  floors and carpet 
181414174,Your guest suggested that your space could be cleaner in the following areas  floors and carpet 
356523853,The bins in the bathroom were only partially emptied   There were some nuts under the bench in the living room and tomatoes on the balcony   The bottle opener still had an old cork stuck in it 
355745862,Floors needing Vacuuming
357533674,bed sheets were not changed or clean
354376063,The towels in the bathroom had hair on them  the silverware still had caked on food  and bathroom sink drains slow 
178111625,Your guest suggested that your space could be cleaner in the following areas  floors and carpet  Additional comments   Floors were vacuumed but could use a mopping   Some of the dishes that I pulled out of the cabinet werent fully clean   Extra furniture piled in the closet   
351399365,Just a few webs in the corner of rooms with lot of lil bugs
580469287,Glassware in kitchen was dirty  Shower caddy a little rusted 
551782972,Bug
346997495,Overall it was good  There were small things like nails on the floor  and I almost stepped on them barefoot  I moved the nails to the coffee table   Also  Friday and Saturday morning  the living room smelled strongly of cigarette smoke  I opened the windows  and it took a couple of hours for the smell to go away  In the meantime  i just stayed in the bedroom 
345942213,Floor 
345138235,I dropped the top of the soap and reached behind the sink to get and picked up a bunch of hairs   Sorry to be nit picky 
344407039,I would suggest a shower curtain that goes all the way around  A lot of water got on the floor 
343179108,the floors werent that clean and the dishes were put away wet  water was puddled in glasses and bowls 
342863506,Building lobby  elevator and hallway was really dirty  gross smelling and shabby  In apartment   counter and stovetop and fridge not wiped down  and floor had not been swept or vacuumed 
340335221,The tub seemed to be clogged so unfortunately I had to shower with water that would not drain
339578889,The bathtub is not so clean  most probably because it drains a little bit slowly
335596291,Smelly
595081744,During a rainstorm there was an issue where the roof leaked 
337574236,Unfortunately  the counter tops and top of the stove were not clean prior to our arrival 
336827495,Bit smelly corridor found some hairs in the place  Overall not bad but not excellent  What also didnt help was that the couch and bed are mega soft  actually slept on the floor for a bit
334310463,dark smudges most likely fingerprints
334268589,The bathroom still had hair on the floor  sink  and bathtub from the previous guest  Also  there was a used  still wet  towel hanging in the bathroom 
333005633, 
331413323,Common room ceiling looked like it may have a water stain  The jets in the tub looked old and dirty 
593651224,The comforter had yellow stains and hairs  I also found a bug in the bed that was dead 
329795246,Your guest suggested that your space could be cleaner in the following areas  floors and carpet 
329364005,There were bugs in every room both dead or alive  In the bed under the sheets I found a living spider  that I got rid of  then I clean the apartment myself before going to sleep
329381241,the bathtubs in both places needed a good scrub before we got there  we wanted to use the Jets in No   but stuff came out so we decided not to
329366258,Over all it was clean there were just two issues  The bathtub needs a drain filter and to be clean with Draino  It backs up because hair and what not goes down the drain  there is nothing to stop stuff from clogging the drain   The shower curtain was moldy also 
322612992,Soap scum on shower caddy  Hair and dust balls on sheets pillows 
324272141,Hairs in shower  some chemical smell in kitchen
323451056,Just the entrance of the building
321066221,The tub wasn t clean and should have a shower mate or something if the stains are permanent
606855131,bath tub was chipping  and the hanging shelf under the shower was not clean  Had orange colored soap residuals on it 
317701940,As per prior review  the bathroom needed more attention 
316593001,Floor was slightly dirty in a couple spots
347576459,Toilet seat in second bathroom had drops of dried urine and the tub in first bathroom had leftover remains several strands of long pubic hair  Nothing gross Overall  clean but I would pay attention to details of areas that catches the eye 
347555347,House was clean but there was a bad sewage odor when we entered   We opened window and turned on bathroom fan   We think it was coming from bathtub drain or one of the sink drains so we ran water to flush the sinks and closed the drain stoppers in the tub and two of the three sink drains    didnt see a stopper for the other kitchen sink drain   The smell went away  but came back the next morning after a shower  so we think it was coming from the tub drain   This is something that needs to be fixed 
311640354,the smell of mold was very strong and pervasive throughout the unit
601497672,N a
309113130,Ants were all over the bathroom floor and large bugs were on the walls of the apartment in the bedroom 
708318023,Needs new carpet
342799736,I already told about bed linens imperfections  Comforter needs washing  at least comforter case  it has huge yellowish stain right in the middle and we couldnt find any extra comforter case to replace it    Toilet paper holder is broken  Chips in a sink  Hair pins on a floor in bathroom  Some random small pieces of plastic paper on a carpet  Ventilation grid falls off  living room area  
303546516,Hot water used to stop while showering  AC isn t available in the bedroom  Living room AC is not effective to reach the bedrooms  
589173426,Floors were not clean   hairs and obvious dried urine around toilet  All other surfaces seemed to be clean 
342300770,Found a pill on living room floor
297923051,the bedroom carpet either needs to be thoroughly clean or replaced  it led to a mildew odor in the unit
340345028,Cups and plates were perfectly fine  but the drawer with knives and forks needed a little clean up  Also  I find it great when there is a little bit of salt  pepper  oil  because that is really annoying to buy  But there was lots of food in the fridge  When I finally decided to take some of the ketchup I realised it was expired in summer       It would be great if someone could check on those things  But I have to say  I hate throwing things away  so I think it is a good option to leave something for the next person  It just requires Zencity to check from time to time 
337862245,there were spills between the trashcan and the area behind it  there was also long hair on one of the pillows on the bed
285369518,Your guest suggested that your space could be cleaner in the following areas  towels and linens  bathroom  kitchen 
172684951, The pillows on the couch were kind of disgusting   The key on the scooter is a good idea  but when I opened the box it was half full of rusty dirty water   The piece of silverware and the pot that I used were not clean   I didnt look at the rest  
282874654,Your guest suggested that your space could be cleaner in the following areas  bathroom 
172035166,Your guest suggested that your space could be cleaner in the following areas  dust 
277569980,Your guest suggested that your space could be cleaner in the following areas  bathroom 
276742111,Some issues throughout   windows really dirty  bathtub jacuzzi nozzles disgusting  Sink clogged and smelled like sewer all week   did not come to fix despite repeated communications
331764732,There was food on the carpet in the tv room which attracted some ants but we swept the area  Also there was some old food in the pantry  Everything else was really clean 
722574430,the floors were a bit dirty in the kitchen and the shower floor didn t seem super clean  other than that it was fine  
331057145,The sofa bed could use a bit more thorough clean
721960721,Curtain Stains
268634410,Your guest suggested that your space could be cleaner in the following areas  kitchen 
266216225,Your guest suggested that your space could be cleaner in the following areas  bathroom 
582210073,Tub and sink full of hair   Kitchen floors full of debris hadnt been swept   Couldnt lock apartment door from inside of apartment  check in on Friday wasnt fixed until Monday 
326598360,There were a couple bugs around  nothing crazy  but I just don t like roaches 
254893000, Significant accumulation of items in closet area  i guess for storage 
252690283,Your guest suggested that your space could be cleaner in the following areas  towels and linens 
252426955, There were some hairs on the bed sheet when I checked in  
324282421,The towels and sheets were dusty
248493347,Your guest suggested that your space could be cleaner in the following areas  shower 
321561700,Clean  AC was off and there seemed to be a bad odor perhaps from an animal
245278529,Your guest suggested that your space could be cleaner in the following areas  odors 
240865091,Your guest suggested that your space could be cleaner in the following areas  towels and linens  shower  odors 
157388501, It more or less looks like the pictures  though the dim lighting and grungy aesthetic make it less comfortable   
155734282,Your guest suggested that your space could be cleaner in the following areas  odors 
237620839,Your guest suggested that your space could be cleaner in the following areas  towels and linens  Additional comments   s  
235437002,Your guest suggested that your space could be cleaner in the following areas  unsanitary shower or tub 
235178824,Your guest suggested that your space could be cleaner in the following areas  odors  Additional comments   The apartment smelled of feet  Mild feet  Other than that I was rather pleased  Nothing a little febreeze couldnt help  
313592803,     washing machine
601477645,Only issue was that the rooms were pretty dusty 
600430207,Needed a bit of a vacuum but didn t hinder our stay 
311606938,El pasillo al apartamento estaba sucio y ol a mal
600352084,the only issue was hair on the sheets and maybe a little in the bathroom
227412854,Your guest suggested that your space could be cleaner in the following areas  unsanitary shower or tub 
310535545,Shower liner needs changing  Window seal in bathroom tub 
142527147,Your guest suggested that your space could be cleaner in the following areas  dust  floors and carpet 
308094903,Broken glass  Some dust debris on the floors  
210463835,Your guest suggested that your space could be cleaner in the following areas  dust 
206485748,Your guest suggested that your space could be cleaner in the following areas  dust 
204537560,Your guest suggested that your space could be cleaner in the following areas  towels and linens  shower or tub  Additional comments   The tub looked dirty in the corners and there were used wash cloths left in the bathroom     
197181662,Your guest suggested that your space could be cleaner in the following areas  bathroom  odors  floors and carpet 
139859983,Your guest suggested that your space could be cleaner in the following areas  shower 
197087582,Your guest suggested that your space could be cleaner in the following areas  bugs 
196012854, Windows were not clean    
301081790,Overall the place was comfortable and clean throughout  The shower curtain could definitely use some TLC or even be replaced  
592284019,Stray Hairs on windowsill and a few on bed 
182030588,""
181394375,Your guest suggested that your space could be cleaner in the following areas  bathroom 
181374380,Your guest suggested that your space could be cleaner in the following areas  dust  shower 
172683232,Your guest suggested that your space could be cleaner in the following areas  dust  odors 
178109455,Your guest suggested that your space could be cleaner in the following areas  floors and carpet  Additional comments   Carpet stains  
613278442,Cleaning service left dirty dishes in the sink   Not a huge deal though   Rest of the place was clean 
168515719,Your guest suggested that your space could be cleaner in the following areas  floors and carpet  Additional comments   windows  
163141340,Your guest suggested that your space could be cleaner in the following areas  towels and linens 
295533305,There were a couple dirty dishes in the drawers cabinets when we arrived 
151158601,Your guest suggested that your space could be cleaner in the following areas  bathroom 
150635473,Your guest suggested that your space could be cleaner in the following areas  dust 
293654751,The shower curtain was stained  and the walls of the shower looked like they were in need of a clean  
143590122,Your guest suggested that your space could be cleaner in the following areas  bathroom 
134491662,Your guest suggested that your space could be cleaner in the following areas  odors 
291275687,Your guest suggested that your space could be cleaner in the following areas  floors and carpet 
290572285,Your guest suggested that your space could be cleaner in the following areas  dust  kitchen  Additional comments   We appreciated the clean linens and towels  extras left for our use  and a minimalist style to allow for guests to make the space feel personalized once belongings are unpacked  It was a minor discomfort to find dust  hair  and dishes with food residue in  
131581595,Your guest suggested that your space could be cleaner in the following areas  dust 
120088109,Your guest suggested that your space could be cleaner in the following areas  shower 
107562471,""
106691718,Your guest suggested that your space could be cleaner in the following areas  bugs 
572952271,The space wasnt dirty  but very clear that the clean person didnt attend to detail  The floors  appliances  were a bit dusty especially the stairs  There was remnant of some type of liquid on main bathroom wall 
532354458,It was quite musty    seemed like the windows hadnt been opened in a while   Dust on the window sills confirmed this 
541097447,Dirty stained bathroom mat
133103585,Your guest suggested that your space could be cleaner in the following areas  bugs 
531496222,There were areas that were dirty 
569173223,Hair in shower
713141721,Microwave was dirty  food left in refrigerator  dirty dishes in dishwasher  oven dirty 
133095725,Your guest suggested that your space could be cleaner in the following areas  floors and carpet  Additional comments   Floors were dusty  need to be clean better overall  Power went out and toilet stopped up   
567811568,Cold air return vent in bedroom covered in dust   Food crumbs on floor at base of bar stool area 
526210886,The rug is terrible  Dirty and dingy looking  Dust and just particles gathered up on it as well 
282528036,Your guest suggested that your space could be cleaner in the following areas  kitchen 
584793964,Elevator and halls had a funky smell
608117844,The floors were dirty and overall the clean between stays is below average 
281360005,Your guest suggested that your space could be cleaner in the following areas  kitchen  towels and linens 
281359868,Your guest suggested that your space could be cleaner in the following areas  bathroom 
557296687,Tub backed up from Hair clog gage
519937207,The cream couch has seen better days 
603855586,The apartment itself was sparkling clean  but the hallway leading up to the place did smell strongly of cigarette smoke 
519455258,We found broken glass in the ice bin of the fridge  and hair throughout the appt  but it was no big deal to us really so we took care of it   but otherwise the place was sparkling clean
518989014,Shower drain was clogged and would fill with several inches of water during a normal length shower 
604246556,The bathtub wasnt sparking clean but was touch up clean  I can tell when extra elbow grease clean is done  especially in the shower and bathtub areas 
601529149,window sills needed attention
517552569,I found some small vermin in the bathtub and bedroom  It s an old building   I know  But there where hairs in the badroom which didn t belong to me and the carpet in the living room has definitly to be clean or replaced 
595673466,Floors
582272756,Food left in fridge  dishes not thoroughly clean  floor not mopped
595637095,Long black hairs were strewn about the rugs
543448926,Stray hairs in bathroom
543413197,Glass shards were on the carpet near the window which probably means the floors were swept  but the carpets were not vaccines prior to arrival 
592663815,One broken glass in the cupboard  also looks like there was blood in the freezer ice maker from meat  So we had to burn the ice and clean the ice tray out 
590461156,Water started leaking from ceiling 
583333264,Due to under construction  some common areas had building material
279787151,""
508944801,Stained sheets in the bedroom were the prelude to a cockroach in the bathroom 
607239173,Found a wet towel in the cabinet 
586328241,Overall  the place was fairly clean  however we found stray hairs   crumbs from previous guests  Additionally  the room spray used in the living room   kitchen was overpowering  even for non sensitive noses  We opened the windows for several hours each day in hopes of reducing the scent  but it was pervasive 
279063262,Overall was clean and tidy  I would only suggest having a deep clean every   months or so  For example  the air vent near the sofa in the den area where my son slept is filthy  Baseboards could use a wipe down  Floor had been swept but I noticed my socks were filthy from walking on it  Prolly needs a good wet clean 
130949498,Your guest suggested that your space could be cleaner in the following areas  bathroom  Additional comments   bathroom floor could have been wiped down better  but not bad at all   
130807511,Your guest suggested that your space could be cleaner in the following areas  bugs  Additional comments   Found some roaches in the kitchen   The alley entrance had rats     
603736746,The bathtub was dirty and stained
582253983,The building was in the final stages of remodeling   there were still some outlet covers missing  and one of the smoke alarms was not anchored on the wall  There were also boards in the hallways  Nothing that got in the way  but a couple places were unfinished and dusty in the hallways 
460963090,The mattress protector was stained in several places  We just happened to see this when we were preparing to leave  Would be great to get this replaced 
497688872,Shower curtain needs to be replaced   Could see  mop marks  all over the floor in the living room 
568719306,Lady bugs spotted few times near sofa
500081265,There was a lot of hair all over the place leftover from the previous resident  There was also leftover laundry from the previous resident 
576145640,It appeared that no vacuuming had been done between guests  the countertops had residue on them  there was a dirty bowl in the kitchen cabinet  and the shower curtain had mysterious stains 
533395846,Upon arrival there was still hair in the bathroom sink and in the shower 
570948862,Toliet
495144625,and patio
573617032,Building renovation dust in bathroom and adjoining utility area   Should not be an ongoing problem  though 
494064353,Ac unit filter needed to be changed
531966568,There was some hair lying around  We are both short haired people so we knew they weren t ours  Also the cabinets in the bathroom and the kitchen were a little unclean 
193448593,Your guest suggested that your space could be cleaner in the following areas  dust  floors and carpet 
571059659,I came in on my last stay and the covers were stained and hair on them as if they weren t washed other than that spotless
542593458,Smelly  Leftover food in the refrigerator
607243255,toilet wasnt super clean  there was a lot of hair on the couch and the bed
485340475,The shower curtain has mold along the bottom and the tiles has some mildew
559038740,Corners and window sills
555290838,There was quite a bit of hair on the counter and in the shower when we arrived
481351088,Smelled like cigarette smoke in the whole apartment
273923260, fingerprints on cabinet and handles 
479101628,Very minor details   there was a bit of dust built up on all of the high vertical surfaces like door and closet frames  There were a few  small  but dead bugs on the windowsill  The rest of the place was sparkling clean  I would be delighted to stay here again 
459759751,Towels given smelled like cigarette smoke 
460184782,The place itself presented itself very well  however there was dust all over the couch and looks as though it hasnt been wiped down in a week or two 
459557758,It seemed that floors in the living room kitchen area may have been missed by the clean service prior to our arrival  The linens and bedrooms were clean  The construction ceiling issue in the kitchen was not mentioned prior to our arrival or documented in the pictures advertised 
548066787,The bathroom was a little dirty when I arrived
